MWP,GLON,GLAT,Disp,MajAxis,MinAxis,Reff,e_Reff,theta,e_theta,Ecc,HR2,HR3,RelFlag,HierFlag,IDDR1,IDA14,Dist,IDCW,Simbad,_RA.icrs,_DE.icrs,rank
2G3435163+0013012,343.5164,0.1301,0.11,0.47,0.31,0.4,0.11,1,125,0.76,,0.13,C,,1G343517+001306,G343.518+00.133,,,Simbad,254.6947,-42.4434,2
2G3323348+0068095,332.3348,0.681,0.2,0.53,0.4,0.47,0.06,38,80,0.67,,0.16,C,,1G332335+006834,G332.335+00.683,,,Simbad,243.1433,-50.3425,2
2G0501523-0067745,50.1524,-0.6775,0.75,2.41,1.68,2.08,0.59,64,103,0.72,0.31,0.15,R,,1G050154-006584,G050.137-00.660,5.4,,Simbad,291.5217,14.9556,2
2G0517625+0048039,51.7626,0.4804,0.9,3.98,2.72,3.41,0.8,161,133,0.73,0.58,0.61,R,,1G051758+004867,,,N108,Simbad,291.2567,16.9224,2
2G0446890-0058044,44.689,-0.5804,0.2,1.52,0.84,1.22,0.11,62,39,0.83,,0.15,C,,1G044698-005780,G044.689-00.579,,,Simbad,288.8033,10.1787,2
2G0598749+0076139,59.875,0.7614,0.09,0.35,0.27,0.32,0.07,74,94,0.64,0.14,0.18,R,,1G059875+007616,G059.872+00.760,,,Simbad,295.1847,24.1597,2
2G3052293-0014286,305.2294,-0.1429,0.07,0.41,0.38,0.39,0.05,112,133,0.35,0.21,0.3,R,,1G305229-001450,G305.229-00.144,,,Simbad,197.9122,-62.9245,2
2G3176117-0039759,317.6118,-0.3976,0.64,3.33,2.69,3.02,0.49,57,68,0.59,,0.33,C,,1G317613-004032,G317.628-00.425,,,Simbad,223.0877,-59.7778,2
2G3179174-0082504,317.9174,-0.825,0.32,1.5,0.94,1.25,0.25,89,150,0.78,0.09,0.25,R,,1G317928-008150,G317.925-00.814,,,Simbad,224.0177,-60.0197,2
2G0103389-0027823,10.339,-0.2782,0.21,1.4,1.13,1.27,0.14,17,114,0.59,0.13,0.27,R,,1G010335-002752,G010.331-00.278,,CN149,Simbad,272.3749,-20.1285,2
2G0486030+0006723,48.6031,0.0672,0.33,1.13,0.86,1.01,0.19,50,70,0.64,,0.13,C,,,,,,Simbad,290.0883,13.9417,2
2G3506739+0083803,350.6739,0.838,0.1,0.55,0.48,0.52,0.06,19,63,0.5,,0.3,C,,1G350669+008395,G350.675+00.832,,CS100,Simbad,259.5004,-36.2818,2
2G3328385-0054267,332.8386,-0.5427,0.09,0.48,0.4,0.44,0.06,8,88,0.55,,0.29,C,,1G332839-005424,G332.840-00.543,3.7,,Simbad,245.0531,-50.874,2
2G0179165-0065873,17.9165,-0.6587,0.14,0.7,0.58,0.64,0.09,159,104,0.57,0.07,0.1,C,,,,,,Simbad,276.4849,-13.639,2
2G0022683+0024069,2.2683,0.2407,0.77,2.79,2.1,2.47,0.45,50,91,0.66,,0.28,C,,1G002270+002402,G002.272+00.237,,,Simbad,267.4993,-26.8702,2
2G0235163-0003029,23.5163,-0.0303,0.35,0.99,0.74,0.87,0.21,58,167,0.67,0.09,0.13,R,,1G023512-000287,,,,Simbad,278.5625,-8.3858,2
2G0036051-0021322,3.6052,-0.2132,0.48,1.69,1.5,1.6,0.48,35,106,0.46,0.18,0.35,R,,1G003606-002144,G003.607-00.209,,CN42,Simbad,268.6956,-25.9509,2
2G3120460+0000118,312.0461,0.0012,0.09,0.29,0.23,0.26,0.1,47,93,0.57,0.19,0.14,R,,,G312.046-00.001,,,Simbad,212.242,-61.491,2
2G3204269-0027286,320.4269,-0.2729,0.33,1.53,1.29,1.42,0.25,44,96,0.54,0.12,0.22,R,,1G320427-002713,G320.426-00.270,,,Simbad,227.7769,-58.3187,2
2G3373286+0001411,337.3286,0.0141,0.07,0.21,0.14,0.18,0.03,7,50,0.74,,0.25,C,,,G337.328+00.015,,,Simbad,249.1793,-47.2446,2
2G2972402-0074090,297.2403,-0.7409,0.2,1.37,1.02,1.21,0.18,40,56,0.67,0.09,0.1,C,P,1G297242-007433,G297.251-00.731,,,Simbad,180.2194,-63.0526,2
2G3324598-0008382,332.4599,-0.0838,0.12,0.74,0.56,0.66,0.09,148,53,0.64,,0.17,C,,,G332.456-00.083,,,Simbad,244.1163,-50.8103,2
2G3179435-0078994,317.9435,-0.79,0.76,1.86,1.24,1.58,0.37,3,158,0.75,0.12,0.21,R,,,,,,Simbad,224.0318,-59.9766,2
2G3438535-0010749,343.8535,-0.1075,0.09,0.54,0.42,0.49,0.06,63,84,0.63,,0.3,C,,1G343853-001089,G343.855-00.103,,,Simbad,255.2296,-42.325,2
2G3195610-0051501,319.561,-0.515,0.13,0.21,0.12,0.17,0.09,110,128,0.82,0.1,0.38,R,,,G319.562-00.516,,,Simbad,226.571,-58.9626,2
2G0411287+0012006,41.1287,0.1201,0.63,1.0,0.74,0.88,0.34,41,114,0.67,0.1,0.16,R,,1G041127+001142,G041.129+00.112,,,Simbad,286.5099,7.345,2
2G0342704-0020435,34.2704,-0.2044,0.13,0.27,0.19,0.24,0.06,51,70,0.71,,0.14,C,,,G034.269-00.208,,,Simbad,283.6518,1.098,2
2G0142179-0053251,14.218,-0.5325,0.15,0.46,0.4,0.43,0.17,9,103,0.47,0.07,0.36,R,,1G014218-005325,,,,Simbad,274.568,-16.8443,2
2G0442306+0008171,44.2306,0.0817,1.92,3.86,2.65,3.31,1.32,12,96,0.73,0.38,0.39,R,,1G044231+000775,G044.224+00.085,7.7,N91,Simbad,287.9914,10.0798,2
2G3407337-0061624,340.7338,-0.6162,0.55,1.68,1.37,1.53,0.48,45,106,0.58,0.29,0.48,R,,1G340734-006147,G340.730-00.617,,,Simbad,253.0815,-45.0784,2
2G3305644-0011223,330.5645,-0.1122,0.27,0.43,0.32,0.38,0.25,176,110,0.67,0.09,0.24,R,,1G330565-001137,G330.564-00.112,,,Simbad,241.9259,-52.1264,2
2G3327182-0005264,332.7182,-0.0526,0.04,0.2,0.17,0.19,0.06,69,98,0.53,0.26,0.24,R,,,G332.718-00.053,,,Simbad,244.3751,-50.6083,2
2G3572333-0009035,357.2333,-0.0904,0.03,0.18,0.11,0.15,0.02,159,58,0.79,,0.27,C,,,,,,Simbad,264.8081,-31.3353,2
2G3526963-0030006,352.6963,-0.3001,0.39,0.74,0.57,0.66,0.24,2,115,0.64,0.17,0.22,R,,1G352696-002999,G352.697-00.297,,,Simbad,262.0669,-35.2575,2
2G3391165-0030069,339.1165,-0.3007,0.71,6.83,4.05,5.61,0.82,174,117,0.81,0.09,0.14,R,,,G339.109-00.233,,,Simbad,251.2487,-46.1131,2
2G0143055+0014082,14.3056,0.1408,0.53,1.76,1.53,1.65,0.29,25,138,0.49,,0.14,C,,1G014317+001421,G014.303+00.140,,,Simbad,273.993,-16.4475,2
2G0325843-0033209,32.5844,-0.3321,0.52,1.25,0.91,1.09,0.46,157,63,0.69,,0.19,C,,,G032.587-00.330,7.2,,Simbad,282.9966,-0.4607,2
2G3400793+0090920,340.0793,0.9092,0.15,0.37,0.27,0.32,0.12,9,71,0.69,0.08,0.35,R,,1G340080+009088,G340.081+00.906,,,Simbad,250.8429,-44.5934,2
2G0192545+0014670,19.2545,0.1467,0.1,0.43,0.26,0.36,0.05,2,73,0.79,,0.19,C,,1G019256+001457,G019.254+00.146,,,Simbad,276.3948,-12.0798,2
2G3432967+0017388,343.2967,0.1739,0.06,0.26,0.18,0.22,0.02,76,51,0.73,,0.24,C,,1G343297+001732,G343.297+00.173,,,Simbad,254.463,-42.5884,2
2G0089091+0016937,8.9091,0.1694,0.06,0.21,0.18,0.2,0.04,56,49,0.49,,0.22,C,,1G008909+001694,G008.909+00.168,,CN124,Simbad,271.213,-21.1595,2
2G2974667-0078330,297.4667,-0.7833,0.06,0.44,0.25,0.36,0.04,82,94,0.83,,0.15,C,,,G297.464-00.784,,,Simbad,180.6925,-63.1375,2
2G3101806-0012778,310.1806,-0.1278,0.31,2.33,1.87,2.11,0.29,106,85,0.6,,0.13,C,P,1G310181-001376,,,,Simbad,208.5108,-62.1152,2
2G3122999-0032733,312.3,-0.3273,0.22,0.5,0.37,0.44,0.19,41,72,0.67,0.11,0.12,R,,1G312300-003273,G312.299-00.327,,,Simbad,212.959,-61.728,2
2G3425646+0073531,342.5646,0.7353,0.2,0.91,0.75,0.84,0.14,43,91,0.56,0.14,0.46,R,,1G342567+007370,G342.567+00.737,,,Simbad,253.2431,-42.8058,2
2G0304432-0000874,30.4432,-0.0088,0.16,0.68,0.56,0.62,0.07,90,71,0.55,,0.18,C,,1G030443-000070,G030.442-00.004,,,Simbad,281.7319,-2.2188,2
2G0100650-0016834,10.065,-0.1683,0.15,0.82,0.53,0.69,0.13,90,50,0.77,,0.21,C,,1G010067-001680,G010.064-00.169,,,Simbad,272.131,-20.3149,2
2G0269890-0005989,26.9891,-0.0599,0.29,1.81,1.19,1.53,0.18,42,51,0.76,,0.46,C,,1G026990-000561,G026.984-00.062,10.2,N45,Simbad,280.1954,-5.3145,2
2G0317286+0069902,31.7287,0.699,0.07,0.28,0.23,0.25,0.11,53,124,0.57,0.3,0.43,R,,,G031.727+00.698,19.7,,Simbad,281.6886,-0.752,2
2G0438429+0038498,43.843,0.385,0.26,1.22,0.93,1.08,0.16,36,87,0.65,0.16,0.2,R,,1G043829+003957,G043.846+00.384,,,Simbad,287.5364,9.8763,2
2G3494759+0011960,349.476,0.1196,0.14,0.51,0.31,0.42,0.1,161,83,0.79,0.14,0.3,R,,1G349476+001209,G349.477+00.119,,CS118,Simbad,259.3695,-37.6747,2
2G0432176+0010670,43.2176,0.1067,0.07,0.3,0.24,0.27,0.06,9,97,0.57,0.25,0.22,R,,1G043218+001087,G043.218+00.106,,N87,Simbad,287.494,9.1931,2
2G3504814+0094910,350.4814,0.9491,0.13,0.62,0.51,0.57,0.11,173,104,0.56,0.26,0.27,R,,1G350482+009505,G350.482+00.951,,CS103,Simbad,259.2498,-36.3748,2
2G0484216+0011754,48.4216,0.1175,0.13,0.64,0.52,0.58,0.11,13,87,0.57,0.14,0.18,R,,1G048422+001173,G048.417+00.117,10.2,,Simbad,289.9548,13.8051,2
2G3191273-0046119,319.1274,-0.4612,0.07,0.38,0.35,0.37,0.03,36,60,0.4,,0.13,C,,1G319132-004601,G319.129-00.462,,,Simbad,225.7845,-59.1276,2
2G3508514-0004147,350.8515,-0.0415,0.14,0.39,0.3,0.35,0.09,180,108,0.65,0.11,0.22,R,,1G350852-000436,G350.850-00.040,,,Simbad,260.5236,-36.6393,2
2G0261927-0017975,26.1928,-0.1797,0.5,0.59,0.42,0.51,0.29,47,87,0.71,0.14,0.08,R,,,G026.192-00.183,,,Simbad,279.9359,-6.0772,2
2G0430980-0005208,43.0981,-0.0521,0.14,0.18,0.16,0.17,0.06,161,99,0.44,0.06,0.18,R,,,G043.097-00.052,12.4,,Simbad,287.5808,9.0138,2
2G0214297-0054934,21.4297,-0.5494,0.07,0.43,0.24,0.34,0.05,152,44,0.83,,0.22,C,,,G021.426-00.546,4.7,,Simbad,278.0533,-10.4765,2
2G3402596-0005801,340.2597,-0.058,0.14,0.55,0.47,0.51,0.08,26,87,0.53,0.1,0.35,R,,1G340260-000593,G340.261-00.056,,,Simbad,252.0444,-45.0855,2
2G0342631+0013065,34.2632,0.1306,0.19,1.24,0.81,1.05,0.13,134,93,0.76,0.16,0.19,R,,1G034261+001357,G034.256+00.136,3.5,,Simbad,283.3504,1.2444,2
2G0024408+0048004,2.4408,0.48,0.17,0.99,0.86,0.93,0.24,20,76,0.5,0.5,0.38,R,,1G002441+004805,G002.440+00.479,,CN30,Simbad,267.3686,-26.5993,2
2G0285912-0035336,28.5912,-0.3534,0.17,0.58,0.35,0.48,0.09,27,63,0.8,0.15,0.2,R,,1G028592-003541,G028.590-00.352,5.4,,Simbad,281.1923,-4.0239,2
2G0380457-0002942,38.0458,-0.0294,0.63,1.17,0.86,1.03,0.37,32,117,0.68,0.2,0.27,R,,1G038046-000318,G038.045-00.034,9.5,,Simbad,285.2225,4.5366,2
2G0497916+0035894,49.7917,0.3589,0.65,2.95,1.96,2.51,0.49,29,84,0.75,0.08,0.22,R,,1G049799+003628,G049.792+00.360,,,Simbad,290.3995,15.1279,2
2G3194524-0002059,319.4525,-0.0206,0.08,0.39,0.3,0.35,0.07,89,136,0.64,0.22,0.25,R,,1G319453-000219,G319.453-00.022,,,Simbad,225.9215,-58.5846,2
2G2992833-0029002,299.2834,-0.29,0.51,2.0,1.68,1.85,0.37,71,118,0.54,0.27,0.38,R,,1G299286-002903,G299.290-00.289,,S175,Simbad,184.8203,-62.9337,2
2G3492123+0007710,349.2124,0.0771,0.3,0.25,0.18,0.22,0.06,29,101,0.68,0.08,0.09,C,D,,G349.213+00.074,,,Simbad,259.2204,-37.9143,2
2G3546689+0025798,354.6689,0.258,1.06,2.03,1.58,1.82,0.49,29,94,0.63,0.11,0.41,R,,1G354668+002549,G354.670+00.252,,CS45,Simbad,262.8205,-33.3043,2
2G0404040+0008312,40.4041,0.0831,0.06,0.29,0.23,0.26,0.06,58,69,0.61,,0.14,C,,1G040403+000837,G040.403+00.084,,,Simbad,286.2077,6.6844,2
2G0337521-0005965,33.7521,-0.0597,0.32,0.78,0.66,0.72,0.18,93,82,0.54,,0.18,C,,1G033753-000607,G033.753-00.063,7.1,,Simbad,283.2866,0.7027,2
2G0083276-0032441,8.3277,-0.3244,0.47,0.69,0.61,0.65,0.21,30,139,0.47,0.05,0.12,C,D,1G008328-003216,G008.327-00.320,,,Simbad,271.3698,-21.9082,2
2G0315486+0009985,31.5487,0.0999,0.06,0.43,0.25,0.35,0.09,137,112,0.82,,0.13,C,,,G031.549+00.099,,,Simbad,282.1397,-1.1855,2
2G3385702-0013248,338.5702,-0.1325,0.44,0.79,0.56,0.69,0.24,33,77,0.71,0.1,0.1,C,,1G338571-001382,,,,Simbad,250.5469,-46.4153,2
2G3501263+0006996,350.1263,0.07,0.38,0.59,0.4,0.51,0.2,158,129,0.74,0.18,0.16,R,,1G350127+000699,G350.127+00.069,,CS112,Simbad,259.8917,-37.1714,2
2G0170087-0006303,17.0087,-0.063,0.18,0.87,0.69,0.78,0.14,69,107,0.61,0.14,0.24,R,,1G017011-000545,G017.004-00.061,,,Simbad,275.5048,-14.1622,2
2G0155170+0018639,15.517,0.1864,0.05,0.25,0.15,0.2,0.04,48,54,0.79,0.24,0.21,R,,,G015.520+00.188,,,Simbad,274.5495,-15.3598,2
2G0462042+0053330,46.2043,0.5333,0.12,0.41,0.26,0.35,0.08,103,51,0.77,,0.2,C,,1G046204+005341,G046.203+00.532,,,Simbad,288.516,12.0379,2
2G3524829+0080188,352.483,0.8019,0.35,0.57,0.35,0.47,0.16,170,76,0.78,,0.15,C,,,G352.486+00.799,,,Simbad,260.8059,-34.8171,2
2G3366513-0011729,336.6513,-0.1173,0.5,1.12,0.64,0.91,0.23,36,36,0.82,0.13,0.19,R,,,G336.652-00.117,,,Simbad,248.6463,-47.8332,2
2G0062245-0002751,6.2245,-0.0275,0.14,0.62,0.51,0.56,0.19,152,90,0.57,0.14,0.3,R,,1G006223-000258,G006.226-00.028,,CN81,Simbad,269.9649,-23.5913,2
2G2995970+0017042,299.597,0.1704,0.07,0.15,0.12,0.14,0.06,168,57,0.59,0.09,0.17,R,,,,,,Simbad,185.6187,-62.5137,2
2G3501756+0001626,350.1757,0.0163,0.06,0.25,0.23,0.24,0.06,14,96,0.45,0.21,0.27,R,,,G350.174+00.015,,CS111,Simbad,259.9825,-37.1616,2
2G3380912-0021431,338.0913,-0.2143,1.11,1.53,0.81,1.22,0.56,47,54,0.85,0.12,0.12,C,,,,,,Simbad,250.1756,-46.8288,2
2G0342041-0058398,34.2042,-0.584,0.04,0.21,0.16,0.19,0.02,98,26,0.69,,0.25,C,,,G034.204-00.584,,,Simbad,283.9595,0.8659,2
2G3220567+0060630,322.0567,0.6063,1.65,3.73,3.14,3.45,0.8,46,102,0.54,0.12,0.33,R,,1G322060+006149,G322.036+00.625,,,Simbad,229.5164,-56.7196,2
2G3178275-0001630,317.8275,-0.0163,0.06,0.26,0.17,0.22,0.06,139,136,0.75,0.3,0.29,R,,,G317.829-00.015,,,Simbad,223.1308,-59.3402,2
2G0137944+0018321,13.7944,0.1832,0.37,1.04,0.78,0.92,0.2,52,62,0.66,,0.21,C,,,G013.789+00.189,,,Simbad,273.6997,-16.8766,2
2G3137255-0051979,313.7255,-0.5198,0.11,0.65,0.47,0.56,0.07,49,72,0.69,0.08,0.17,R,,1G313725-005191,G313.724-00.519,,,Simbad,215.9223,-61.4432,2
2G3389452-0005285,338.9452,-0.0529,0.52,1.08,0.63,0.89,0.18,5,120,0.81,0.12,0.09,C,,1G338944-000598,,,,Simbad,250.8168,-46.0805,2
2G0305796-0009050,30.5797,-0.0905,0.22,1.34,1.15,1.25,0.23,5,115,0.51,0.09,0.18,R,,1G030587-000967,G030.585-00.097,7.3,,Simbad,281.867,-2.1346,2
2G0549278-0047793,54.9279,-0.4779,0.08,0.42,0.32,0.37,0.07,164,52,0.65,,0.38,C,,1G054928-004766,G054.928-00.478,,N118,Simbad,293.739,19.2398,2
2G3392397+0000780,339.2397,0.0078,0.06,0.24,0.16,0.2,0.05,4,102,0.74,0.18,0.17,R,,1G339240+000080,G339.240+00.008,,,Simbad,251.0285,-45.8183,2
2G0214772-0015435,21.4773,-0.1544,0.08,0.39,0.28,0.34,0.04,164,27,0.68,,0.17,C,,,G021.474-00.156,,,Simbad,277.7197,-10.2517,2
2G0282961+0000365,28.2962,0.0037,0.09,0.24,0.17,0.21,0.03,26,62,0.69,,0.17,C,,,G028.296+00.002,,,Simbad,280.7387,-4.1231,2
2G3074005-0057919,307.4005,-0.5792,0.1,0.5,0.28,0.4,0.07,154,67,0.83,,0.36,C,,1G307402-005802,G307.396-00.578,13.6,,Simbad,202.7773,-63.1062,2
2G3396149-0089778,339.6149,-0.8978,0.56,2.33,1.48,1.96,0.31,89,112,0.77,,0.21,C,,1G339609-008947,G339.607-00.887,,,Simbad,252.3707,-46.1194,2
2G0321574-0026969,32.1575,-0.2697,0.07,0.31,0.2,0.26,0.03,27,41,0.77,,0.18,C,,,,,,Simbad,282.7464,-0.8122,2
2G3552379+0009409,355.238,0.0941,0.9,5.1,3.18,4.25,0.61,102,93,0.78,,0.45,C,,1G355224+000886,G355.244+00.109,,,Simbad,263.3556,-32.9173,2
2G0073462-0024645,7.3463,-0.2465,0.07,0.42,0.36,0.39,0.13,29,67,0.5,,0.24,C,,1G007347-002459,G007.345-00.247,,,Simbad,270.7757,-22.725,2
2G0126854-0024884,12.6855,-0.2488,0.18,1.39,0.87,1.16,0.16,141,62,0.78,,0.21,C,,1G012696-002476,G012.692-00.251,,,Simbad,273.542,-18.0571,2
2G3316174+0051950,331.6174,0.5195,0.08,0.24,0.23,0.23,0.06,175,38,0.34,,0.28,C,,1G331620+005203,G331.620+00.518,,,Simbad,242.4888,-50.9495,2
2G3288161-0000321,328.8162,-0.0032,0.21,0.61,0.52,0.57,0.17,11,78,0.54,0.14,0.12,R,,1G328817-000040,G328.819-00.004,,,Simbad,239.643,-53.1997,2
2G0227568-0024571,22.7569,-0.2457,0.11,0.81,0.73,0.77,0.06,6,53,0.44,,0.19,C,,1G022757-002449,G022.757-00.246,,,Simbad,278.4016,-9.159,2
2G0531370+0014054,53.137,0.1405,0.34,1.51,0.84,1.22,0.17,21,34,0.83,,0.16,C,,,G053.134+00.123,,,Simbad,292.2562,17.969,2
2G0106383-0043298,10.6384,-0.433,0.08,0.33,0.25,0.29,0.03,51,84,0.62,,0.23,C,,1G010638-004340,G010.638-00.434,,,Simbad,272.6731,-19.9411,2
2G0286118+0001218,28.6118,0.0122,0.32,0.35,0.25,0.31,0.09,151,85,0.7,0.07,0.18,R,,1G028611+000144,G028.610+00.015,5.8,,Simbad,280.8757,-3.8385,2
2G0171253+0014397,17.1254,0.144,0.05,0.2,0.19,0.19,0.07,173,51,0.36,0.2,0.16,R,,,G017.125+00.144,,,Simbad,275.3731,-13.9619,2
2G3011369-0022482,301.1369,-0.2248,0.18,0.83,0.54,0.7,0.2,63,95,0.76,0.1,0.17,R,,1G301136-002263,G301.138-00.227,4.4,,Simbad,188.8975,-63.0413,2
2G0502905-0039033,50.2905,-0.3903,0.11,0.37,0.32,0.34,0.08,6,69,0.51,0.44,0.19,R,,1G050287-003912,G050.287-00.392,10.2,,Simbad,291.3279,15.2135,2
2G0282373+0002034,28.2374,0.0203,0.44,0.59,0.43,0.51,0.09,42,64,0.68,,0.16,C,,,,,,Simbad,280.697,-4.1678,2
2G0320915-0050235,32.0916,-0.5024,0.13,0.48,0.39,0.44,0.11,46,42,0.58,0.24,0.23,R,,,G032.092-00.504,,,Simbad,282.9235,-0.9769,2
2G0128931-0023148,12.8932,-0.2315,0.43,1.81,1.48,1.66,0.35,25,137,0.58,0.05,0.12,C,,1G012892-002286,G012.884-00.237,,,Simbad,273.6304,-17.8664,2
2G0085930+0038122,8.593,0.3812,0.28,0.97,0.65,0.83,0.28,153,79,0.75,,0.12,C,,,G008.597+00.383,,,Simbad,270.8485,-21.3308,2
2G3322862-0042798,332.2862,-0.428,0.06,0.43,0.27,0.36,0.06,78,57,0.78,,0.16,C,,1G332285-004264,,,,Simbad,244.298,-51.1785,2
2G3129507+0026127,312.9507,0.2613,0.17,0.58,0.41,0.5,0.1,90,120,0.71,0.13,0.3,R,,1G312949+002628,G312.950+00.261,,,Simbad,213.8646,-60.9655,2
2G0571125-0019915,57.1126,-0.1992,0.32,0.97,0.86,0.92,0.34,176,129,0.47,0.3,0.37,R,,1G057114-001993,G057.113-00.197,,,Simbad,294.6168,21.2824,2
2G3505857-0007436,350.5857,-0.0744,0.94,1.95,1.62,1.79,0.47,162,102,0.55,0.08,0.47,R,,1G350585-000744,G350.582-00.074,,CS101,Simbad,260.3688,-36.8767,2
2G0309930-0007701,30.993,-0.077,0.19,0.56,0.35,0.47,0.23,20,69,0.77,0.09,0.07,C,,1G030993-000734,G030.992-00.077,5.1,,Simbad,282.0437,-1.7607,2
2G3567788-0007125,356.7789,-0.0713,0.11,0.28,0.21,0.25,0.07,7,53,0.65,,0.14,C,,,G356.777-00.071,,,Simbad,264.5045,-31.7093,2
2G3095189-0075288,309.519,-0.7529,0.1,0.33,0.3,0.32,0.07,12,92,0.44,0.15,0.08,R,,,G309.517-00.756,,,Simbad,207.4314,-62.8768,2
2G3391587+0001338,339.1588,0.0134,0.24,0.38,0.24,0.32,0.12,36,92,0.77,0.09,0.16,R,,,G339.158+00.009,,,Simbad,250.9464,-45.8758,2
2G3350121-0014494,335.0122,-0.1449,0.09,0.52,0.44,0.48,0.06,34,55,0.55,,0.27,C,,1G335012-001467,G335.006-00.143,,,Simbad,246.9843,-49.0465,2
2G3319104-0003323,331.9104,-0.0332,0.29,1.18,0.72,0.98,0.19,38,89,0.79,,0.15,C,,1G331910-000354,G331.911-00.034,,,Simbad,243.4297,-51.1533,2
2G0051889-0035288,5.189,-0.3529,0.08,0.45,0.37,0.41,0.06,30,58,0.57,,0.16,C,,1G005189-003526,G005.189-00.354,,,Simbad,269.7089,-24.6513,2
2G3401096-0034543,340.1096,-0.3454,0.57,2.44,1.54,2.04,0.27,176,90,0.78,,0.16,C,,1G340114-003483,G340.106-00.354,,,Simbad,252.2194,-45.3854,2
2G3207807+0026626,320.7807,0.2663,0.31,0.84,0.65,0.75,0.17,25,86,0.63,0.12,0.19,R,,1G320783+002644,G320.782+00.258,,,Simbad,227.8326,-57.6744,2
2G0469471+0037013,46.9471,0.3701,0.09,0.38,0.3,0.34,0.07,26,76,0.61,0.11,0.23,R,,1G046948+003704,G046.948+00.371,16.2,N96,Simbad,289.0174,12.6196,2
2G3165451-0000145,316.5452,-0.0015,0.38,1.32,0.94,1.14,0.26,22,66,0.7,,0.2,C,,1G316545+000060,G316.548-00.003,,S113,Simbad,220.8333,-59.8824,2
2G0085753-0068868,8.5753,-0.6887,0.58,1.4,1.07,1.25,0.45,42,96,0.65,0.33,0.23,R,,1G008579-006834,G008.570-00.690,,CN118,Simbad,271.8427,-21.8698,2
2G3456297-0023193,345.6298,-0.2319,0.18,0.5,0.42,0.46,0.11,51,60,0.54,0.11,0.15,R,,1G345630-002320,G345.631-00.234,,,Simbad,256.8069,-40.99,2
2G0085321-0031274,8.5322,-0.3127,0.24,1.25,1.08,1.17,0.17,43,50,0.51,,0.15,C,,1G008534-003126,G008.537-00.313,,,Simbad,271.4665,-21.7241,2
2G0427645-0004639,42.7645,-0.0464,0.1,0.26,0.18,0.22,0.11,7,50,0.72,0.13,0.15,R,,,G042.764-00.046,,,Simbad,287.4198,8.7205,2
2G3368787+0015289,336.8788,0.1529,0.11,0.77,0.66,0.72,0.08,37,77,0.52,,0.32,C,,1G336878+001482,,,,Simbad,248.5799,-47.4829,2
2G3373099-0014042,337.31,-0.1404,0.17,0.78,0.6,0.7,0.1,48,52,0.64,,0.34,C,,1G337309-001393,G337.304-00.142,,,Simbad,249.3298,-47.3621,2
2G3057772-0025385,305.7773,-0.2539,0.09,0.22,0.17,0.2,0.05,49,43,0.62,0.05,0.16,R,,1G305778-002529,G305.777-00.254,,,Simbad,199.1341,-62.9869,2
2G3125722+0040359,312.5722,0.4036,0.34,1.63,1.36,1.5,0.21,5,84,0.55,,0.21,C,,1G312581+004121,G312.571+00.405,,,Simbad,213.0324,-60.9488,2
2G3137488+0012080,313.7489,0.1208,0.49,0.83,0.53,0.69,0.27,167,61,0.77,,0.18,C,,1G313750+001191,G313.754+00.115,,,Simbad,215.509,-60.834,2
2G3489861+0016805,348.9861,0.1681,0.16,0.77,0.65,0.71,0.2,58,60,0.53,,0.19,C,,1G348986+001678,G348.987+00.168,,,Simbad,258.9598,-38.0458,2
2G3530527-0001376,353.0527,-0.0138,0.09,0.38,0.31,0.34,0.08,21,65,0.59,0.32,0.31,R,,1G353053-000155,G353.052-00.015,,CS64,Simbad,262.0176,-34.8022,2
2G0128920-0019349,12.892,-0.1935,0.08,0.4,0.26,0.34,0.06,97,87,0.75,,0.15,C,,1G012893-001932,G012.891-00.195,,,Simbad,273.5947,-17.8493,2
2G0208564+0017343,20.8565,0.1734,0.04,0.29,0.16,0.23,0.03,111,30,0.82,,0.17,C,,,G020.855+00.174,,,Simbad,277.1316,-10.6497,2
2G3279166+0015660,327.9167,0.1566,0.11,0.64,0.49,0.57,0.09,49,44,0.65,,0.19,C,,1G327917+001563,G327.916+00.154,7.2,,Simbad,238.3129,-53.6541,2
2G0329830-0055013,32.983,-0.5501,0.3,0.62,0.42,0.53,0.16,2,71,0.74,,0.14,C,,1G032984-005506,G032.985-00.548,,,Simbad,283.3724,-0.2054,2
2G3517654+0048561,351.7654,0.4856,0.25,1.72,1.36,1.55,0.24,9,90,0.61,,0.14,C,,1G351767+004829,G351.766+00.492,,,Simbad,260.628,-35.5877,2
2G3361977+0038575,336.1977,0.3858,0.22,1.21,1.01,1.11,0.16,60,72,0.56,,0.22,C,,1G336198+003856,G336.203+00.385,,,Simbad,247.6374,-47.8221,2
2G0117964+0085296,11.7965,0.853,0.19,0.65,0.59,0.62,0.1,26,98,0.41,0.14,0.18,R,,1G011804+008519,G011.798+00.854,,,Simbad,272.075,-18.3054,2
2G3336633-0010779,333.6634,-0.1078,0.37,1.6,1.22,1.42,0.43,97,70,0.65,,0.18,C,,1G333664-001096,G333.668-00.122,,,Simbad,245.4895,-49.984,2
2G0377511-0011009,37.7512,-0.1101,0.13,0.55,0.48,0.52,0.09,70,101,0.49,0.1,0.29,R,,1G037751-001098,G037.750-00.110,10.1,N70,Simbad,285.1593,4.2377,2
